CP2_2,,DMSO_1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
320.997345,-0.06444963068,320.997345,-0.09807138145,
320.0589905,-0.06445931643,320.0589905,-0.09700008482,
318.9640808,-0.0611750409,318.9640808,-0.09691050649,
318.0254822,-0.06151685491,318.0254822,-0.09675819427,
316.9302979,-0.06008099392,316.9302979,-0.09561664611,
315.9914551,-0.0526083,315.9914551,-0.08656886965,
315.0524902,-0.05653297156,315.0524902,-0.09582069516,
313.9569092,-0.05402268842,313.9569092,-0.09510684758,
313.0177307,-0.04894285277,313.0177307,-0.0918680951,
311.921875,-0.04559919983,311.921875,-0.09204119444,
310.9824524,-0.03985257447,310.9824524,-0.09064050019,
310.0429077,-0.03240261972,310.0429077,-0.09010088444,
308.9466553,-0.02284616977,308.9466553,-0.08979246765,
308.006897,-0.01065788511,308.006897,-0.09023015201,
307.0670166,0.006894283462,307.0670166,-0.08092197031,
305.9703674,0.02237461507,305.9703674,-0.08318419009,
305.0302734,0.04907337949,305.0302734,-0.07728803158,
303.9333496,0.07357285917,303.9333496,-0.07560749352,
302.9930115,0.1075398773,302.9930115,-0.06643512845,
302.0525818,0.1281385422,302.0525818,-0.06887554377,
300.9552917,0.1636834443,300.9552917,-0.06247859821,
300.0146179,0.2101588696,300.0146179,-0.05552748218,
299.0738525,0.2422140241,299.0738525,-0.05161339417,
297.9761658,0.2962101698,297.9761658,-0.04380434752,
297.0351563,0.3271850049,297.0351563,-0.04461719468,
295.9372253,0.3888055086,295.9372253,-0.03668292239,
294.9960022,0.4592117667,294.9960022,-0.02934712172,
294.0546875,0.5084226131,294.0546875,-0.02266178653,
292.9563599,0.5704872608,292.9563599,-0.0191010125,
292.0148315,0.5997681022,292.0148315,-0.010460319,
291.0731812,0.6092500091,291.0731812,-0.008738351986,
289.9744873,0.592431128,289.9744873,-0.01577768289,
289.0326233,0.5949072838,289.0326233,-0.01084107161,
287.9336548,0.6137148738,287.9336548,-0.005957302172,
286.9915771,0.6346952319,286.9915771,-0.002588992706,
286.049408,0.6539487839,286.049408,-0.00766772544,
284.9501038,0.6872020364,284.9501038,0.003287373809,
284.0076904,0.6916016936,284.0076904,0.003408805467,
283.0652161,0.6951735616,283.0652161,0.006844263058,
281.9655151,0.6903178692,281.9655151,0.002822516719,
281.0228271,0.6847011447,281.0228271,0.007289096713,
279.9228821,0.6687716842,279.9228821,0.009240377694,
278.9799805,0.6584989429,278.9799805,0.009791262448,
278.0369873,0.6533947587,278.0369873,0.01078454033,
276.936676,0.6466686726,276.936676,0.0100009786,
275.9934692,0.644961834,275.9934692,0.009637596086,
275.0501709,0.6418119669,275.0501709,0.0146579342,
273.9495239,0.6417400837,273.9495239,0.02469764464,
273.0059814,0.6355321407,273.0059814,0.03620552272,
272.0623779,0.6312119961,272.0623779,0.04375066236,
270.9613953,0.6253798604,270.9613953,0.05297431722,
270.0175781,0.6155094504,270.0175781,0.06445255876,
269.0736694,0.6139453053,269.0736694,0.07862529904,
267.9723206,0.6141722202,267.9723206,0.104956843,
267.0281982,0.6231094599,267.0281982,0.1245262772,
265.9266357,0.6274853349,265.9266357,0.1483073235,
264.9823303,0.6456699371,264.9823303,0.1983888745,
264.0379028,0.6720407605,264.0379028,0.2386140376,
262.9360046,0.711042583,262.9360046,0.2901313603,
261.991394,0.7382529378,261.991394,0.3540770113,
261.0466919,0.8050643206,261.0466919,0.4437928796,
259.944458,0.8761649132,259.944458,0.5304414034,
258.9995728,0.9572890401,258.9995728,0.6707001925,
258.0545959,1.076346278,258.0545959,0.7827290893,
256.9519958,1.139482737,256.9519958,0.9219489694,
256.0068359,1.400881648,256.0068359,1.183732748,
255.0615692,10,255.0615692,1.309740901,
253.9586639,10,253.9586639,0.7001354694,
253.0132141,1.583595634,253.0132141,10,
252.0676727,0.03077908978,252.0676727,0.05447986722,
250.9644318,10,250.9644318,10,
250.0187073,0.6001409292,250.0187073,0.5717650652,
248.9217224,10,248.9217224,0.0840087384,
247.9814453,10,247.9814453,10,
247.0410767,-0.08374791592,247.0410767,-0.3714464605,
245.9438934,0.6408759356,245.9438934,0.1824608296,
245.0033417,-0.04247112945,245.0033417,0.2145729065,
244.0627136,10,244.0627136,4.176250458,
242.96521,-0.1004948616,242.96521,0.2541519403,
242.0244141,10,242.0244141,-0.08763884753,
240.9266968,0.1920887679,240.9266968,-0.2643190324,
239.9857025,0.1137514338,239.9857025,0.01506957412,
239.044632,0.02163552865,239.044632,0.1479589343,
237.9466095,-0.1264648736,237.9466095,-0.11075975,
237.0053558,0.1753613353,237.0053558,-0.03577608243,
236.0640259,-0.3375383615,236.0640259,-0.03209917247,
234.9656982,0.5797855258,234.9656982,0.5677679181,
234.0242004,10,234.0242004,10,
232.9256592,-0.5237665772,232.9256592,0.6023953557,
231.9839783,10,231.9839783,10,
231.0422211,10,231.0422211,10,
229.9434052,10,229.9434052,10,
229.0014648,10,229.0014648,0.6382931471,
228.0594482,3.896232128,228.0594482,4.149357796,
226.9603424,10,226.9603424,10,
226.018158,-0.09236329049,226.018158,-0.3739998639,
225.0758972,3.984137058,225.0758972,3.734379768,
223.9764862,10,223.9764862,10,
223.0340576,0.4529771805,223.0340576,0.2709995806,
221.9344635,10,221.9344635,-0.02164906636,
220.9918671,0.01061033458,220.9918671,0.4416313469,
220.0491943,-0.3678206205,220.0491943,10,
218.9493256,-0.8304562569,218.9493256,-0.5776762962,
218.006485,10,218.006485,10,
217.0635681,10,217.0635681,0.4925478697,
215.9634247,10,215.9634247,10,
215.0203552,10,215.0203552,0.6478469968,
214.0772095,-0.9625019431,214.0772095,-0.8425932527,
212.9767761,-0.3235000968,212.9767761,-0.3449881673,
212.0334625,10,212.0334625,10,
210.9328613,-0.2476207167,210.9328613,0.2184185386,
209.9893951,-0.06692250073,209.9893951,0.4790838659,
209.0458527,0.07051111758,209.0458527,-0.1971425265,
207.9449768,0.1878465414,207.9449768,10,
207.0012817,10,207.0012817,10,
206.0575256,-0.2217335999,206.0575256,-0.172967732,
204.9563751,0.309043467,204.9563751,0.1422786117,
204.0124664,-0.03015166707,204.0124664,-1.100030661,
203.0684814,-0.1942519099,203.0684814,-0.1728906929,
201.9670715,3.29132843,201.9670715,3.696094036,
201.022934,-0.6150092483,201.022934,-1.352540731,
199.9204102,-1.239954472,199.9204102,-1.301595092,

CP2_2,
CP2_2
Collection Time: 11/17/2020 11:23:08 AM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 11/17/2020 10:59:08 AM
Method Modifications:
Common Interval nm Changed: 11/17/2020 10:59:52 AM, Old:     5.00, New:     1.00
Baseline Correction Changed: 11/17/2020 10:59:52 AM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 203.1

DMSO_1,
DMSO_1
Collection Time: 11/17/2020 11:30:33 AM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 11/17/2020 10:59:08 AM
Method Modifications:
Common Interval nm Changed: 11/17/2020 10:59:52 AM, Old:     5.00, New:     1.00
Baseline Correction Changed: 11/17/2020 10:59:52 AM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 203.1

