CP2_2,,DMSO_1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
619.9954834,-0.08957609534,619.9954834,-0.1000216007,
618.9631348,-0.08833105117,618.9631348,-0.09977031499,
617.930481,-0.09243761748,617.930481,-0.1018183157,
617.045105,-0.08865937591,617.045105,-0.09665124118,
616.0118408,-0.09259422123,616.0118408,-0.102551721,
614.9783936,-0.08817113191,614.9783936,-0.09613634646,
613.9445801,-0.0899175331,613.9445801,-0.09979310632,
613.0582275,-0.08784975857,613.0582275,-0.09730537236,
612.0239258,-0.09154520929,612.0239258,-0.1012363657,
610.9893188,-0.08688742667,610.9893188,-0.09601584077,
609.9544067,-0.08717787266,609.9544067,-0.1004340574,
609.0670776,-0.08545815945,609.0670776,-0.09856760502,
608.0316772,-0.08843255043,608.0316772,-0.09810070693,
606.9959106,-0.08475917578,606.9959106,-0.09402140975,
605.9598999,-0.085845761,605.9598999,-0.09442049265,
605.0716553,-0.08698514849,605.0716553,-0.09815245867,
604.0350952,-0.08383777738,604.0350952,-0.0962888822,
602.998291,-0.08599762619,602.998291,-0.09630041569,
601.9611816,-0.08216423541,601.9611816,-0.09726713598,
601.0719604,-0.08723674715,601.0719604,-0.09673117846,
600.0343628,-0.09262371063,600.0343628,-0.1015175804,
598.9963989,-0.08789183199,598.9963989,-0.09520893544,
597.9581909,-0.0887465328,597.9581909,-0.09955111891,
597.0681152,-0.08942181617,597.0681152,-0.1012553945,
596.0293579,-0.09049639106,596.0293579,-0.1010828465,
594.9903564,-0.08954016119,594.9903564,-0.09931467474,
593.9510498,-0.08937449008,593.9510498,-0.09625869244,
593.0599976,-0.0927273035,593.0599976,-0.1024002209,
592.0202026,-0.08775759488,592.0202026,-0.09770251811,
590.9801025,-0.08573919535,590.9801025,-0.09793851525,
589.9396973,-0.08407848328,589.9396973,-0.09452532232,
589.0477295,-0.08690162003,589.0477295,-0.09437687695,
588.0068359,-0.08718109131,588.0068359,-0.09654633701,
586.9656982,-0.09184286743,586.9656982,-0.1033135578,
586.072998,-0.08734883368,586.072998,-0.09809757024,
585.031311,-0.09347613156,585.031311,-0.1004334018,
583.9893799,-0.09015657753,583.9893799,-0.1005397514,
582.9471436,-0.08454599231,582.9471436,-0.09351494908,
582.0535889,-0.08617927879,582.0535889,-0.09914918244,
581.0108032,-0.08957398683,581.0108032,-0.09650492668,
579.9677734,-0.08629389107,579.9677734,-0.09395102412,
579.0735474,-0.08759619296,579.0735474,-0.09666396677,
578.0300293,-0.0883942917,578.0300293,-0.09518353641,
576.9862061,-0.08660691977,576.9862061,-0.09418811649,
575.9421387,-0.08685292304,575.9421387,-0.09635030478,
575.0469971,-0.08616306633,575.0469971,-0.09519284964,
574.0024414,-0.08016993105,574.0024414,-0.09263688326,
572.9575806,-0.08233503252,572.9575806,-0.0955484733,
572.0617676,-0.08863928169,572.0617676,-0.09846366197,
571.0164185,-0.08635623008,571.0164185,-0.09426983446,
569.9708252,-0.08077803254,569.9708252,-0.09105978161,
569.0743408,-0.08304005861,569.0743408,-0.09373279661,
568.0281982,-0.08494207263,568.0281982,-0.09427121282,
566.9818115,-0.08339419961,566.9818115,-0.09276138991,
565.9351807,-0.08594164252,565.9351807,-0.09694381058,
565.0378418,-0.08586394787,565.0378418,-0.09585627168,
563.9906616,-0.08663677424,563.9906616,-0.09741310775,
562.9432373,-0.08407255262,562.9432373,-0.09218098223,
562.0452271,-0.0843058005,562.0452271,-0.09372966737,
560.9973145,-0.08436719328,560.9973145,-0.0937576592,
559.9491577,-0.08355187625,559.9491577,-0.09369911999,
559.0505371,-0.08376836777,559.0505371,-0.09362359345,
558.0018311,-0.08484980464,558.0018311,-0.09256995469,
556.9528809,-0.08526191115,556.9528809,-0.09473204613,
556.0535889,-0.08121269196,556.0535889,-0.08992814273,
555.0042114,-0.08203669637,555.0042114,-0.08991665393,
553.9545288,-0.08532261103,553.9545288,-0.09361340851,
553.0545654,-0.08407434821,553.0545654,-0.09396207333,
552.0043945,-0.08340658993,552.0043945,-0.09069890529,
550.9539795,-0.0873638615,550.9539795,-0.09488336742,
550.0534058,-0.08031268418,550.0534058,-0.08723632246,
549.0025024,-0.07958709449,549.0025024,-0.08796498179,
547.9512939,-0.08310830593,547.9512939,-0.08963856101,
547.0501099,-0.08186736703,547.0501099,-0.09148905426,
545.9984741,-0.08209421486,545.9984741,-0.09174140543,
544.9465332,-0.08359137923,544.9465332,-0.0903044194,
544.0447388,-0.08064416051,544.0447388,-0.08841198683,
542.9923096,-0.08301239461,542.9923096,-0.08986079693,
541.9396973,-0.08821127564,541.9396973,-0.09782467037,
541.0372314,-0.0845451802,541.0372314,-0.09486227483,
539.9840698,-0.08575398475,539.9840698,-0.09377560019,
538.9307251,-0.08565291762,538.9307251,-0.09194710851,
538.0276489,-0.08345195651,538.0276489,-0.08982972801,
536.9737549,-0.08712606877,536.9737549,-0.09640334547,
536.0703125,-0.08372097462,536.0703125,-0.09079203755,
535.0159912,-0.08581653237,535.0159912,-0.09141159058,
533.9614258,-0.08789293468,533.9614258,-0.09787913412,
533.057312,-0.08747460693,533.057312,-0.09717065841,
532.0022583,-0.08734294772,532.0022583,-0.09546495229,
530.9469604,-0.08245922625,530.9469604,-0.09161728621,
530.0422363,-0.08741673827,530.0422363,-0.09325753152,
528.9864502,-0.09380225092,528.9864502,-0.103910096,
527.930481,-0.08807244152,527.930481,-0.1002315953,
527.0251465,-0.08808225393,527.0251465,-0.09740392864,
525.968689,-0.09065339714,525.968689,-0.1007304117,
525.0629272,-0.09076595306,525.0629272,-0.1008885279,
524.0059814,-0.09422937036,524.0059814,-0.1047986746,
522.9488525,-0.09221071005,522.9488525,-0.101571016,
522.0424805,-0.09275992215,522.0424805,-0.1019393131,
520.9848633,-0.09348577261,520.9848633,-0.1015321314,
519.927002,-0.09224897623,519.927002,-0.09978545457,
519.0200195,-0.09123320132,519.0200195,-0.1014169231,
517.9616699,-0.09258041531,517.9616699,-0.1038507521,
517.0543823,-0.0914477855,517.0543823,-0.102256529,
515.9956055,-0.09493800253,515.9956055,-0.1019025892,
514.9365234,-0.09089405835,514.9365234,-0.1003358588,
514.0286255,-0.09343851358,514.0286255,-0.1021592692,
512.9691162,-0.09028755873,512.9691162,-0.1013766676,
512.060791,-0.08935902268,512.060791,-0.1003867686,
511.000885,-0.09168800712,511.000885,-0.101804845,
509.9407043,-0.09114544839,509.9407043,-0.1009422466,
509.0317993,-0.08661675453,509.0317993,-0.09817063063,
507.9711914,-0.09035109729,507.9711914,-0.09833186865,
507.0618896,-0.08942560852,507.0618896,-0.09821274877,
506.000824,-0.08921642601,506.000824,-0.09788116068,
504.9395142,-0.09055183083,504.9395142,-0.1000291258,
504.0296326,-0.09472363442,504.0296326,-0.1022078022,
502.9678955,-0.08888633549,502.9678955,-0.1001009122,
502.0576477,-0.08790270239,502.0576477,-0.09765997529,
500.9954529,-0.08655911684,500.9954529,-0.0987322405,
499.9330444,-0.08662018925,499.9330444,-0.09597749263,
499.0221863,-0.09038174897,499.0221863,-0.09966290742,
497.9593201,-0.08617082983,497.9593201,-0.09716316313,
497.0481262,-0.08735243231,497.0481262,-0.09930775315,
495.9848328,-0.08862395585,495.9848328,-0.09715004265,
495.0732422,-0.0854010433,495.0732422,-0.09619024396,
494.0095215,-0.0853349939,494.0095215,-0.09451290965,
492.9455566,-0.08428063989,492.9455566,-0.09128695726,
492.0333862,-0.08612370491,492.0333862,-0.09827245772,
490.9689941,-0.08675415069,490.9689941,-0.09562288225,
490.0564575,-0.084063977,490.0564575,-0.09174522012,
488.9916382,-0.08498643339,488.9916382,-0.09358803928,
487.9265747,-0.08498358727,487.9265747,-0.09555017948,
487.0134888,-0.08484103531,487.0134888,-0.09566728771,
485.947998,-0.08380831778,485.947998,-0.09244707227,
485.0345459,-0.08554222435,485.0345459,-0.09359095991,
483.9686584,-0.08372148871,483.9686584,-0.09743313491,
483.0548096,-0.08700866997,483.0548096,-0.09753860533,
481.9884949,-0.08984904736,481.9884949,-0.1014791429,
481.0743103,-0.08510187268,481.0743103,-0.09769904613,
480.0075378,-0.08688200265,480.0075378,-0.09694559127,
478.9405518,-0.08716732264,478.9405518,-0.09640649706,
478.0258179,-0.08340342343,478.0258179,-0.09558860958,
476.9584351,-0.08910452574,476.9584351,-0.1007562801,
476.043335,-0.08661416918,476.043335,-0.09822546691,
474.9754944,-0.08713775873,474.9754944,-0.09777808189,
474.0600586,-0.09255489707,474.0600586,-0.100794293,
472.9918213,-0.09005417675,472.9918213,-0.1018743739,
472.0760193,-0.08972724527,472.0760193,-0.1005773768,
471.0073547,-0.08874805272,471.0073547,-0.09930532426,
469.9384766,-0.09073662758,469.9384766,-0.1007438824,
469.0221252,-0.08818925917,469.0221252,-0.1001921818,
467.9528503,-0.08977285028,467.9528503,-0.1003697217,
467.0361328,-0.09297948331,467.0361328,-0.1046927497,
465.9664307,-0.09296230227,465.9664307,-0.1030148417,
465.0493774,-0.08994207531,465.0493774,-0.1005804986,
463.9792786,-0.089957349,463.9792786,-0.1012522355,
463.0618591,-0.08845092356,463.0618591,-0.09699834883,
461.9913635,-0.08723072708,461.9913635,-0.0974747017,
461.0736084,-0.0893805176,461.0736084,-0.09855762124,
460.0026855,-0.08601605892,460.0026855,-0.09983276576,
458.9315491,-0.08849492669,458.9315491,-0.09916039556,
458.0132751,-0.08864489943,458.0132751,-0.09860127419,
456.9417419,-0.08481974155,456.9417419,-0.09680654109,
456.0231018,-0.08930440247,456.0231018,-0.0991570577,
454.9511719,-0.08910680562,454.9511719,-0.09874238819,
454.032196,-0.08537267894,454.032196,-0.09553808719,
452.9598694,-0.0869217515,452.9598694,-0.09854214638,
452.0405579,-0.08511051536,452.0405579,-0.09722963721,
450.9678345,-0.08836704493,450.9678345,-0.09834763408,
450.0481567,-0.08651224524,450.0481567,-0.09692595899,
448.9750366,-0.0842263177,448.9750366,-0.09362964332,
448.0550537,-0.08693239093,448.0550537,-0.09806092829,
446.9815369,-0.0879721716,446.9815369,-0.0992616564,
446.0612183,-0.08630458266,446.0612183,-0.09844245017,
444.9873047,-0.08496749401,444.9873047,-0.09531146288,
444.0666504,-0.08768124133,444.0666504,-0.09987073392,
442.9923401,-0.08701871336,442.9923401,-0.09686379135,
442.0713501,-0.08449821919,442.0713501,-0.09519983083,
440.9966431,-0.08701934665,440.9966431,-0.09705114365,
440.0753174,-0.08431449533,440.0753174,-0.09592282027,
439.0002441,-0.08744814992,439.0002441,-0.09911651164,
437.9249573,-0.09000961483,437.9249573,-0.1014578268,
437.0031433,-0.08673981577,437.0031433,-0.0977217406,
435.9274597,-0.08694345504,435.9274597,-0.09941013902,
435.0053101,-0.09200676531,435.0053101,-0.1021842286,
433.9292603,-0.08413274586,433.9292603,-0.09497652948,
433.0067749,-0.08833418041,433.0067749,-0.1002833843,
431.9303589,-0.08681676537,431.9303589,-0.09847117215,
431.0075378,-0.08655393869,431.0075378,-0.09672156721,
429.9307251,-0.08973874152,429.9307251,-0.100239493,
429.0075989,-0.08996147662,429.0075989,-0.09859000891,
427.9303894,-0.08981111646,427.9303894,-0.09953933954,
427.006958,-0.08773403615,427.006958,-0.09770230949,
425.9293823,-0.08826801926,425.9293823,-0.09681772441,
425.0056152,-0.08637651801,425.0056152,-0.09717525542,
423.9276733,-0.0866324082,423.9276733,-0.09749828279,
423.0035706,-0.08870006353,423.0035706,-0.09900432825,
421.9252625,-0.08688678592,421.9252625,-0.09701830894,
421.0008545,-0.08882164955,421.0008545,-0.1007148102,
420.0762939,-0.08563842624,420.0762939,-0.09788864106,
418.997467,-0.08694285899,418.997467,-0.09715029597,
418.0725708,-0.08810254186,418.0725708,-0.09913740307,
416.9933777,-0.08701866865,416.9933777,-0.09858047962,
416.0681763,-0.09017786384,416.0681763,-0.1009033844,
414.9886169,-0.08681752533,414.9886169,-0.09886791557,
414.0631104,-0.09077880532,414.0631104,-0.101537168,
412.9831543,-0.08934292197,412.9831543,-0.1003216058,
412.0573425,-0.08788506687,412.0573425,-0.09810718894,
410.9770508,-0.08672145754,410.9770508,-0.09769689292,
410.0509338,-0.08990718424,410.0509338,-0.1001565829,
408.9702759,-0.08871757984,408.9702759,-0.09948985279,
408.0438232,-0.09036177397,408.0438232,-0.1013139039,
406.9627991,-0.08888430893,406.9627991,-0.1000467241,
406.0360718,-0.08525940031,406.0360718,-0.09650915116,
404.9547119,-0.08790358901,404.9547119,-0.09998840839,
404.0276489,-0.0889743343,404.0276489,-0.1005838215,
402.9459229,-0.0907342732,402.9459229,-0.1011247709,
402.0185852,-0.08530780673,402.0185852,-0.096695669,
400.9364929,-0.08915448934,400.9364929,-0.09987345338,
400.0088501,-0.0917878449,400.0088501,-0.1033446193,
398.9264221,-0.08770716935,398.9264221,-0.09809984267,
397.9984741,-0.09037435055,397.9984741,-0.1013138592,
397.0703735,-0.08941330016,397.0703735,-0.1009870097,
395.9874573,-0.08789475262,395.9874573,-0.0975484103,
395.0590515,-0.0852227211,395.0590515,-0.09630730003,
393.975769,-0.0875281021,393.975769,-0.0981413871,
393.0470886,-0.08818511665,393.0470886,-0.09748384356,
391.9634399,-0.08605648577,391.9634399,-0.09948655963,
391.0344849,-0.08922422677,391.0344849,-0.101522252,
389.9505005,-0.08755497634,389.9505005,-0.09844835103,
389.0212402,-0.08552504331,389.0212402,-0.09529712051,
387.9369202,-0.0910871923,387.9369202,-0.103738077,
387.0073547,-0.0898110345,387.0073547,-0.1023133919,
385.922699,-0.09053017944,385.922699,-0.1032142118,
384.9928284,-0.09014160186,384.9928284,-0.1041626707,
384.0628357,-0.09321922809,384.0628357,-0.1057431921,
382.9776917,-0.08990423381,382.9776917,-0.1045830175,
382.0474243,-0.09023931623,382.0474243,-0.1014768481,
380.9619446,-0.09093571454,380.9619446,-0.1045190841,
380.0313721,-0.09271422029,380.0313721,-0.1057861671,
378.9455566,-0.08930271864,378.9455566,-0.1006548628,
378.0147095,-0.08810181916,378.0147095,-0.1014791802,
376.9285583,-0.09195406735,376.9285583,-0.1079370305,
375.9974365,-0.09679978341,375.9974365,-0.1108358055,
375.0661621,-0.0944910869,375.0661621,-0.107751973,
373.9795227,-0.09468437731,373.9795227,-0.1091450304,
373.0479736,-0.09882181883,373.0479736,-0.1120371372,
371.9610291,-0.09296769649,371.9610291,-0.1082898006,
371.0292053,-0.09671945125,371.0292053,-0.1110444516,
369.941925,-0.09185942262,369.941925,-0.107654728,
369.0098267,-0.09378456324,369.0098267,-0.1094152927,
368.0775757,-0.0928434208,368.0775757,-0.1087187156,
366.9898376,-0.08605644107,366.9898376,-0.1039439663,
366.057312,-0.08987654001,366.057312,-0.1055818424,
364.9692383,-0.09031350166,364.9692383,-0.1079497114,
364.0364685,-0.0859574452,364.0364685,-0.1019958854,
362.9480591,-0.07957033068,362.9480591,-0.09634209424,
362.0150146,-0.0817078799,362.0150146,-0.1019074991,
360.9262695,-0.08918539435,360.9262695,-0.107825771,
359.9929504,-0.08228423446,359.9929504,-0.1040275395,
359.0595093,-0.08093700558,359.0595093,-0.09920081496,
357.9703369,-0.07983185351,357.9703369,-0.1033450291,
357.0366211,-0.08702138066,357.0366211,-0.1098053455,
355.947113,-0.08704511076,355.947113,-0.1081844047,
355.0131226,-0.08062326163,355.0131226,-0.1028739214,
353.9233093,-0.0811245665,353.9233093,-0.1059042737,
352.9890747,-0.08332741261,352.9890747,-0.1070343852,
352.0546875,-0.08224516362,352.0546875,-0.1058994457,
350.9644165,-0.08160552382,350.9644165,-0.1058908477,
350.0297852,-0.07989056408,350.0297852,-0.1061181799,
348.9392395,-0.07890359312,348.9392395,-0.1040521115,
348.0043335,-0.07831066847,348.0043335,-0.1045869663,
347.0693054,-0.07477323711,347.0693054,-0.1001582667,
345.9782715,-0.07390423119,345.9782715,-0.1012575254,
345.0429993,-0.07446137071,345.0429993,-0.1015357748,
343.9516907,-0.07907986641,343.9516907,-0.1065461636,
343.0161438,-0.07896476239,343.0161438,-0.1073362976,
341.92453,-0.07481241971,341.92453,-0.103547059,
340.988739,-0.07382946461,340.988739,-0.103427127,
340.0527954,-0.07755815983,340.0527954,-0.1061427519,
338.9607544,-0.07333762944,338.9607544,-0.1035854444,
338.0245972,-0.0734372735,338.0245972,-0.1052830145,
336.9322205,-0.07222911716,336.9322205,-0.1035450622,
335.9958191,-0.07276831567,335.9958191,-0.1032193974,
335.0592651,-0.06734357774,335.0592651,-0.09797644615,
333.9664917,-0.07255936414,333.9664917,-0.1036087722,
333.0296936,-0.07057946175,333.0296936,-0.1027645841,
331.936615,-0.07132332772,331.936615,-0.1039120927,
330.9995728,-0.07229167223,330.9995728,-0.1042874902,
330.0624084,-0.07008966058,330.0624084,-0.1014718488,
328.9689026,-0.06596682221,328.9689026,-0.0986539945,
328.0314941,-0.06693075597,328.0314941,-0.09872778505,
326.9377136,-0.06961103529,326.9377136,-0.101670824,
326.000061,-0.06694296002,326.000061,-0.1011709571,
325.0622864,-0.06340774894,325.0622864,-0.09504108876,
323.9680786,-0.06470730156,323.9680786,-0.09895779192,
323.0300903,-0.06872500479,323.0300903,-0.1024968103,
321.9356079,-0.07180989534,321.9356079,-0.104545176,
